source	target	depth
Secrecy of correspondence	Lawful interception	2
Secrecy of correspondence	Postal censorship	2
Secrecy of correspondence	Telecommunications data retention	2
SORM	ECHELON	2
SORM	Lawful interception	2
SORM	Communications Assistance for Law Enforcement Act	2
SORM	Mass surveillance	2
SORM	PRISM (surveillance program)	2
Lawful interception	Secrecy of correspondence	2
Lawful interception	Telecommunications data retention	2
Lawful interception	Network Monitoring Interface Card	2
Lawful interception	SS7 probe	2
Lawful interception	SIGINT	2
Lawful interception	Surveillance	2
Lawful interception	Mass surveillance	2
Lawful interception	Mass surveillance in the United Kingdom	2
Telecommunications Intercept and Collection Technology Unit	Carnivore (software)	2
Telecommunications Intercept and Collection Technology Unit	Communications Assistance For Law Enforcement Act	2
Telecommunications Intercept and Collection Technology Unit	DCSNET	2
Telecommunications Intercept and Collection Technology Unit	Mass Surveillance	2
Telephone tapping	Covert listening device	2
Telephone tapping	Echelon (signals intelligence)	2
Telephone tapping	Mass surveillance	2
Telephone tapping	Phone hacking	2
Telephone tapping	Secure telephone	2
Telephone tapping	Telephone tapping in the Eastern Bloc	2
Total Information Awareness	DARPA LifeLog	2
Total Information Awareness	The New York Times	2
Total Information Awareness	Mass surveillance in the United States	2
Total Information Awareness	Precrime	2
Verint	Biometrics	2
Verint	Business intelligence	2
Verint	Closed-circuit television camera	2
Verint	Communications Assistance For Law Enforcement Act	2
Verint	Mass surveillance	2
Verint	Surveillance	2
United States diplomatic cables leak	Pentagon Papers	2
United States diplomatic cables leak	Classified information in the United States	2
United States diplomatic cables leak	Chagossians	2
United States diplomatic cables leak	Foreign policy of the United States	2
United States diplomatic cables leak	New York Times Co. v. United States	2
Room 641A	Cabinet noir	2
Room 641A	ECHELON	2
Room 641A	Fiber tapping	2
Room 641A	Main Core	2
Room 641A	NSA warrantless surveillance controversy	2
Room 641A	President's Surveillance Program	2
Room 641A	PRISM (surveillance program)	2
Room 641A	Signals intelligence	2
Room 641A	Upstream collection	2
Room 641A	Utah Data Center	2
Pentagon Papers	Edward Snowden	2
Pentagon Papers	Global surveillance disclosures (2013–present)	2
Pentagon Papers	James L. Greenfield	2
Pentagon Papers	First Amendment to the United States Constitution	2
Pentagon Papers	United States diplomatic cables leak	2
Pentagon Papers	WikiLeaks	2
Pentagon Papers	Watergate	2
Statistical classification	Class membership probabilities	2
Statistical classification	Classification rule	2
Statistical classification	Binary classification	2
Statistical classification	Compound term processing	2
Statistical classification	Data mining	2
Statistical classification	Fuzzy logic	2
Statistical classification	Data warehouse	2
Statistical classification	Information retrieval	2
Statistical classification	Artificial intelligence	2
Statistical classification	Machine learning	2
Statistical classification	Recommender system	2
Cluster analysis	Clustering high-dimensional data	2
Cluster analysis	Conceptual clustering	2
Cluster analysis	Consensus clustering	2
Cluster analysis	Constrained clustering	2
Cluster analysis	Data stream clustering	2
Cluster analysis	Sequence clustering	2
Cluster analysis	Spectral clustering	2
Cluster analysis	Artificial neural network	2
Cluster analysis	Nearest neighbor search	2
Cluster analysis	Neighbourhood components analysis	2
Cluster analysis	Latent class model	2
Cluster analysis	Dimension reduction	2
Cluster analysis	Principal component analysis	2
Cluster analysis	Multidimensional scaling	2
Cluster analysis	Cluster-weighted modeling	2
Cluster analysis	Curse of dimensionality	2
Cluster analysis	Determining the number of clusters in a data set	2
Cluster analysis	Parallel coordinates	2
Cluster analysis	Structured data analysis (statistics)	2
Association rule learning	Sequence mining	2
Association rule learning	Production system	2
Anomaly detection	Outlier	2
Anomaly detection	Change detection	2
Anomaly detection	Intrusion detection system	2
Decision tree	Decision tables	2
Decision tree	Decision tree model	2
Decision tree	DRAKON	2
Decision tree	Expectiminimax tree	2
Decision tree	Influence diagram	2
Decision tree	Markov chain	2
Decision tree	Morphological analysis (problem-solving)	2
Decision tree	Random forest	2
Decision tree	Odds algorithm	2
Decision tree	Operations research	2
Decision tree	Topological combinatorics	2
Decision tree	Truth table	2
Factor analysis	Design of experiments	2
Factor analysis	Formal concept analysis	2
Factor analysis	Higher-order factor analysis	2
Factor analysis	Independent component analysis	2
Factor analysis	Multilinear principal component analysis	2
Factor analysis	Multilinear subspace learning	2
Factor analysis	Non-negative matrix factorization	2
Factor analysis	Perceptual mapping	2
Factor analysis	Product management	2
Factor analysis	Q methodology	2
Factor analysis	Recommendation system	2
Factor analysis	Varimax rotation	2
Factor analysis	Generalized Structured Component Analysis	2
Surveillance	Big Brother Watch	2
Surveillance	Hepting v. AT&T	2
Surveillance	Electronic Frontier Foundation	2
Surveillance	Jewel v. NSA	2
Surveillance	Informational self-determination	2
Surveillance	Mass surveillance	2
Surveillance	Mass surveillance in Australia	2
Surveillance	Mass surveillance in China	2
Surveillance	Mass surveillance in East Germany	2
Surveillance	Mass surveillance in India	2
Surveillance	Mass surveillance in North Korea	2
Surveillance	Mass surveillance in the United Kingdom	2
Surveillance	Mass surveillance in the United States	2
Surveillance	Panopticon	2
Surveillance	Privacy law	2
Surveillance	Signals intelligence	2
Surveillance	Sousveillance	2
Surveillance	Surveillance art	2
Surveillance	Surveillance system monitor	2
Surveillance	Trapwire	2
Surveillance	2013 mass surveillance disclosures	2
Surveillance	Bullrun (code name)	2
Surveillance	National Security Agency	2
Surveillance	Carnivore (FBI)	2
Surveillance	COINTELPRO	2
Surveillance	Communications Assistance For Law Enforcement Act	2
Surveillance	Computer and Internet Protocol Address Verifier	2
Surveillance	Dropmire	2
Surveillance	Heterogeneous Aerial Reconnaissance Team	2
Surveillance	Defense Advanced Research Projects Agency	2
Surveillance	Magic Lantern (software)	2
Surveillance	Mail Isolation Control and Tracking	2
Surveillance	Mail cover	2
Surveillance	NSA call database	2
Surveillance	NSA warrantless surveillance (2001–07)	2
Surveillance	William Binney (U.S. intelligence official)	2
Surveillance	Thomas Andrews Drake	2
Surveillance	Mark Klein	2
Surveillance	Edward Snowden	2
Surveillance	Thomas Tamm	2
Surveillance	Russ Tice	2
Surveillance	Spying on United Nations leaders by United States diplomats	2
Surveillance	Stellar Wind (code name)	2
Surveillance	President's Surveillance Program	2
Surveillance	Terrorist Surveillance Program	2
Surveillance	Total Information Awareness	2
Surveillance	Defense Advanced Research Projects Agency	2
Intention mining	Business Process Discovery	2
Intention mining	Business Process Management	2
Intention mining	Process modeling	2
Intention mining	Process mining	2
Intention mining	Sequence mining	2
Regression analysis	Curve fitting	2
Regression analysis	Forecasting	2
Regression analysis	Fraction of variance unexplained	2
Regression analysis	Kriging	2
Regression analysis	Local regression	2
Regression analysis	Modifiable areal unit problem	2
Regression analysis	Multivariate adaptive regression splines	2
Regression analysis	Multivariate normal distribution	2
Regression analysis	Pearson product-moment correlation coefficient	2
Regression analysis	Prediction interval	2
Regression analysis	Robust regression	2
Regression analysis	Segmented regression	2
Regression analysis	Stepwise regression	2
Regression analysis	Trend estimation	2
Sequence mining	Association rule learning	2
Sequence mining	Data Mining	2
Sequence mining	Process mining	2
Sequence mining	Sequence analysis	2
Sequence mining	Sequence clustering	2
Sequence mining	Sequence labeling	2
Sequence mining	string (computer science)	2
Sequence mining	Sequence alignment	2
Sequence mining	Time series	2
Genetic algorithms	Propagation of schema	2
Genetic algorithms	Universal Darwinism	2
Genetic algorithms	Metaheuristics	2
Artificial neural network	20Q	2
Artificial neural network	ADALINE	2
Artificial neural network	Adaptive resonance theory	2
Artificial neural network	Artificial life	2
Artificial neural network	Associative learning	2
Artificial neural network	Autoencoder	2
Artificial neural network	Backpropagation	2
Artificial neural network	BEAM robotics	2
Artificial neural network	Biological cybernetics	2
Artificial neural network	Biologically inspired computing	2
Artificial neural network	Blue brain	2
Artificial neural network	Catastrophic interference	2
Artificial neural network	Cerebellar Model Articulation Controller	2
Artificial neural network	Cognitive architecture	2
Artificial neural network	Cognitive science	2
Artificial neural network	Connectionist expert system	2
Artificial neural network	Connectomics	2
Artificial neural network	Cultured neuronal networks	2
Artificial neural network	Digital morphogenesis	2
Artificial neural network	Encog	2
Artificial neural network	Fuzzy logic	2
Artificial neural network	Gene expression programming	2
Artificial neural network	Genetic algorithm	2
Artificial neural network	Group method of data handling	2
Artificial neural network	Habituation	2
Artificial neural network	In Situ Adaptive Tabulation	2
Artificial neural network	Memristor	2
Artificial neural network	Multilinear subspace learning	2
Artificial neural network	Neuroevolution	2
Artificial neural network	Neural coding	2
Artificial neural network	Neural gas	2
Artificial neural network	Neural network software	2
Artificial neural network	Neuroscience	2
Artificial neural network	Ni1000	2
Artificial neural network	Nonlinear system identification	2
Artificial neural network	Optical neural network	2
Artificial neural network	Parallel Constraint Satisfaction Processes	2
Artificial neural network	Parallel distributed processing	2
Artificial neural network	Radial basis function network	2
Artificial neural network	Recurrent neural networks	2
Artificial neural network	Self-organizing map	2
Artificial neural network	Systolic array	2
Artificial neural network	Tensor product network	2
Artificial neural network	Time delay neural network	2
Multilinear subspace learning	CP decomposition	2
Multilinear subspace learning	Dimension reduction	2
Multilinear subspace learning	Multilinear algebra	2
Multilinear subspace learning	Tensor	2
Multilinear subspace learning	Tensor decomposition	2
Multilinear subspace learning	Tensor software	2
Multilinear subspace learning	Tucker decomposition	2
Bioinformatics	Biodiversity informatics	2
Bioinformatics	Bioinformatics companies	2
Bioinformatics	Computational biology	2
Bioinformatics	Computational biomodeling	2
Bioinformatics	Computational genomics	2
Bioinformatics	Functional genomics	2
Bioinformatics	Health informatics	2
Bioinformatics	International Society for Computational Biology	2
Bioinformatics	Jumping library	2
Bioinformatics	Margaret Oakley Dayhoff	2
Bioinformatics	Phylogenetics	2
Bioinformatics	Proteomics	2
Bioinformatics	Structural bioinformatics	2
Analytics	Analysis	2
Analytics	Big data	2
Analytics	Business analytics	2
Analytics	Business intelligence	2
Analytics	Complex event processing	2
Analytics	Data mining	2
Analytics	Data presentation architecture	2
Analytics	Learning analytics	2
Analytics	Machine learning	2
Analytics	Online analytical processing	2
Analytics	Online video analytics	2
Analytics	Operations research	2
Analytics	Predictive analytics	2
Analytics	Prescriptive Analytics	2
Analytics	Statistics	2
Analytics	Web analytics	2
Analytics	Smart grid	2
Text mining	Approximate nonnegative matrix factorization	2
Text mining	BioCreative	2
Text mining	Concept Mining	2
Text mining	Name resolution	2
Text mining	Stop words	2
Text mining	Text classification	2
Text mining	Web mining	2
Text mining	w-shingling	2
Text mining	Sequence mining	2
Text mining	Noisy text analytics	2
Text mining	Named entity recognition	2
Text mining	Identity resolution	2
Text mining	News analytics	2
Support vector machines	In situ adaptive tabulation	2
Support vector machines	Kernel machines	2
Support vector machines	Fisher kernel	2
Support vector machines	Platt scaling	2
Support vector machines	Polynomial kernel	2
Support vector machines	Predictive analytics	2
Support vector machines	Regularization perspectives on support vector machines	2
Support vector machines	Relevance vector machine	2
Support vector machines	Sequential minimal optimization	2
Support vector machines	Winnow (algorithm)	2
Business intelligence	Accounting intelligence	2
Business intelligence	Analytic applications	2
Business intelligence	Artificial intelligence marketing	2
Business intelligence	Business Intelligence 2.0	2
Business intelligence	Business process discovery	2
Business intelligence	Business process management	2
Business intelligence	Business activity monitoring	2
Business intelligence	Business service management	2
Business intelligence	Customer dynamics	2
Business intelligence	Data Presentation Architecture	2
Business intelligence	Data visualization	2
Business intelligence	Decision engineering	2
Business intelligence	Enterprise planning systems	2
Business intelligence	Intelligent document	2
Business intelligence	Integrated business planning	2
Business intelligence	Location intelligence	2
Business intelligence	Meteorological intelligence	2
Business intelligence	Mobile business intelligence	2
Business intelligence	Multiway Data Analysis	2
Business intelligence	Operational intelligence	2
Business intelligence	Business Information Systems	2
Business intelligence	Business intelligence tools	2
Business intelligence	Process mining	2
Business intelligence	Real-time business intelligence	2
Business intelligence	Runtime intelligence	2
Business intelligence	Sales intelligence	2
Business intelligence	Spend management	2
Business intelligence	Test and learn	2
Data analysis	Analytics	2
Data analysis	Business intelligence	2
Data analysis	Censoring (statistics)	2
Data analysis	Computational physics	2
Data analysis	Data acquisition	2
Data analysis	Data governance	2
Data analysis	Data mining	2
Data analysis	Data Presentation Architecture	2
Data analysis	Digital signal processing	2
